"ID","enumerator","date","district","sub","trader.q3","trader.q4","trader.q5","trader.q6","trader.q7","trader.q8","trader.q9","trader.q10","trader.q11","trader.q12","trader.q14","trader.q16","trader.q17","trader.q18.Bongo","trader.q18.Ghee","trader.q18.Other","trader.q19","trader.q20","trader.q21","trader.q22","trader.q23","trader.q24","trader.q25","trader.q26","trader.q27","trader.q28","trader.q29","trader.q30","trader.q31","trader.q33","trader.q35","trader.q36","trader.q37","trader.q38","trader.q39","trader.q40","trader.q41","trader.q42","trader.q43","trader.q44","trader.q45","trader.q46","trader.q47","trader.q48","trader.q49","trader.q50","trader.q51","trader.q52","trader.q53","trader.q54","trader.q55","trader.q56","trader.q57","trader.q58","trader.q59","trader.q60.1","trader.q60.2","trader.q60.3","trader.q60.4","trader.q60.5","trader.q60.96","trader.q61","trader.q62","trader.q63","trader.q64","trader.q65","trader.q66","trader.q67","trader.q68","trader.q69","trader.q70","trader.q71","trader.q72","trader.q73","trader.q74","trader.q75","trader.q76","trader.q77","trader.q78","trader.q80","trader.q81","trader.q82","trader.q83","trader.q83b","trader.q84","trader.q85","trader.q85b","trader.q86","trader.q87","trader.q88","trader.q89","trader.q91","trader.q92","trader.q93","trader.q94","trader.q95","trader.q96","trader.q97","trader.q98","trader.q99.1","trader.q99.2","trader.q99.3","trader.q99.4","trader.q100","trader.q101","trader.q102","trader.q103"
"T_389","EN_1","9/24/2018","NAKASEKE","KINONI",27,"Male",5,"No","3",20,2,2,"NAKASEKE","KINONI",1,2,"No","n/a","n/a","n/a","No","n/a","1/1/2005","1/1/2005",100,30,10,"n/a","2","1","1","No","Yes",1000,1,1,100,0,0,0,100,0,0,0,0,500,1,1,60,0,0,0,60,0,0,0,0,2,"n/a","n/a","n/a","n/a","n/a","n/a","n/a",0,0,0,4,1,0,1,0,0,3,"Yes",280,4,13,"Yes","Yes","Yes","08:08:00.000+03","1","3","1","n/a","n/a","n/a","n/a","n/a","100","73","1.6","Seller","n/a","n/a","n/a","Yes","2","Yes","Yes","Yes","TRUE","FALSE","FALSE","FALSE","Yes","3000000","No","School fees"
"T_390","EN_19","9/24/2018","NAKASEKE","KINYOGOGA",42,"Male",4,"Yes","n/a",9,3,2,"NAKASEKE","KINYOGOGA",1,1,"No","n/a","n/a","n/a","No","n/a","1/1/2018","1/1/2018",100,6,5,"2","n/a","1","3","No","Yes",999,96,999,999,999,999,999,999,999,999,999,999,900,1,4,40,0,0,0,40,0,0,0,0,2,"n/a","n/a","n/a","n/a","n/a","n/a","n/a",0,0,0,2,1,0,1,0,2,3,"No",40,1,1,"Yes","Yes","Yes","10:00:00.000-06","n/a","n/a","n/a","1","1","3","3","3","n/a","n/a","n/a","n/a","100","40","2.5","Yes","2","Yes","Yes","Yes","FALSE","TRUE","TRUE","FALSE","Yes","200000","No","I used it for treatment to pay hospital bills"
"T_391","EN_16","9/24/2018","NAKASEKE","NGOMA",28,"Male",1,"No","3",10,2,5,"NAKASEKE","NGOMA",1,3,"No","n/a","n/a","n/a","No","n/a","1/1/2016","1/1/2016",100,8,5,"2","2","1","1","No","No",1100,1,8,80,80,0,0,80,0,0,0,3,700,1,10,200,0,0,0,200,0,0,0,3,1,"1","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE",3,0,0,9,2,0,1,0,0,3,"Yes",200,1,2,"Yes","Yes","Yes","11:03:00.000+03","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","Yes","2","Yes","Yes","No","n/a","n/a","n/a","n/a","No","n/a","n/a","n/a"
"T_392","EN_8","9/24/2018","NAKASEKE","NGOMA",20,"Male",2,"No","3",3,1,2,"NAKASEKE","NGOMA",1,2,"No","n/a","n/a","n/a","No","n/a","1/1/2016","1/1/2016",100,20,8,"n/a","3","3","3","No","No",800,1,3,40,0,0,0,40,0,0,0,10,500,1,3,60,0,0,0,60,0,0,0,999,3,"n/a","n/a","n/a","n/a","n/a","n/a","n/a",0,0,0,3,0,1,0,0,0,2,"n/a",120,5,1,"Yes","Yes","Yes","10:00:00.000+03","1","3","3","n/a","n/a","n/a","n/a","n/a","200","60","16","Seller","n/a","n/a","n/a","Yes","2","Yes","Yes","Yes","FALSE","FALSE","TRUE","FALSE","Yes","200000","No","Personal expenses"
"T_393","EN_1","9/24/2018","NAKASEKE","KINONI",47,"Male",1,"Yes","n/a",15,1,2,"NAKASEKE","KINONI",1,2,"No","n/a","n/a","n/a","No","n/a","1/1/2015","1/1/2015",100,999,999,"n/a","2","1","1","No","No",1000,1,1,40,0,0,0,40,0,0,0,0,700,1,1,100,0,0,0,100,0,0,0,0,3,"n/a","n/a","n/a","n/a","n/a","n/a","n/a",0,0,0,5,1,0,1,0,2,3,"Yes",280,4,3,"Yes","Yes","Yes","07:17:00.000+03","1","3","1","n/a","n/a","n/a","n/a","n/a","100","80","3","Buyer","n/a","n/a","n/a","Yes","2","Yes","Yes","Yes","FALSE","FALSE","TRUE","FALSE","No","n/a","n/a","n/a"
"T_394","EN_12","9/24/2018","NAKASEKE","NGOMA",39,"Male",2,"Yes","n/a",2,1,2,"NAKASEKE","NTEYERA",1,1,"Yes","FALSE","FALSE","TRUE","Yes","24","1/1/2018","1/1/2018",20,50,40,"3","n/a","1","2","Yes","Yes",1200,1,1,6,0,0,0,20,0,0,0,0,900,1,3,100,0,0,0,100,0,0,0,0,2,"n/a","n/a","n/a","n/a","n/a","n/a","n/a",0,0,1,2,0,1,1,1,2,2,"n/a",100,1,0.5,"Yes","Yes","Yes","09:00:00.000+03","n/a","n/a","n/a","1","1","3","3","2","n/a","n/a","n/a","n/a","100","20","3","Yes","2","Yes","Yes","Yes","FALSE","FALSE","TRUE","FALSE","Yes","1500000","No","Used it for treating his mother"
"T_395","EN_8","9/24/2018","NAKASEKE","NGOMA",31,"Male",1,"Yes","n/a",1,3,1,"NAKASEKE","NGOMA",1,1,"No","n/a","n/a","n/a","No","n/a","1/1/2013","1/1/2013",100,10,3,"3","n/a","3","2","No","No",1000,1,999,100,0,0,0,0,100,0,0,0,1000,1,11,260,0,0,0,0,200,0,0,0,2,"n/a","n/a","n/a","n/a","n/a","n/a","n/a",4,0,0,13,1,0,1,0,0,3,"Yes",260,5,5,"Yes","Yes","Yes","10:30:00.000+03","n/a","n/a","n/a","1","1","4","3","3","n/a","n/a","n/a","n/a","100","200","7","Yes","2","Yes","No","Yes","FALSE","FALSE","TRUE","FALSE","No","n/a","n/a","n/a"
"T_396","EN_1","9/24/2018","NAKASEKE","KINONI",28,"Male",2,"No","3",15,2,5,"NAKASEKE","KINONI",1,2,"No","n/a","n/a","n/a","No","n/a","1/1/2018","1/1/2018",100,999,999,"n/a","3","1","1","No","Yes",1200,1,1,300,0,0,0,200,0,0,0,0,800,1,1,600,0,0,0,200,0,0,0,0,2,"n/a","n/a","n/a","n/a","n/a","n/a","n/a",0,0,0,6,1,0,1,1,1,3,"Yes",160,4,1,"Yes","Yes","Yes","09:11:00.000+03","1","3","1","n/a","n/a","n/a","n/a","n/a","50","120","1.6","Seller","n/a","n/a","n/a","Yes","2","Yes","Yes","Yes","TRUE","FALSE","TRUE","FALSE","No","n/a","n/a","n/a"
"T_397","EN_9","9/24/2018","NAKASEKE","NGOMA",23,"Male",2,"No","4",10,4,96,"NAKASEKE","NGOMA",1,2,"No","n/a","n/a","n/a","No","n/a","1/1/2017","1/1/2017",25,5,15,"n/a","2","1","1","No","No",1200,1,1,80,0,0,0,80,0,0,0,10,1000,1,1,300,0,0,0,200,0,0,0,10,2,"n/a","n/a","n/a","n/a","n/a","n/a","n/a",0,0,0,0,0,0,1,0,0,3,"Yes",300,1,1,"Yes","Yes","Yes","10:37:00.000+03","1","3","98","n/a","n/a","n/a","n/a","n/a","22","150","3.2","Seller","n/a","n/a","n/a","Yes","2","Yes","No","No","n/a","n/a","n/a","n/a","No","n/a","n/a","n/a"
"T_398","EN_12","9/24/2018","NAKASEKE","NGOMA",30,"Male",2,"Yes","n/a",6,2,5,"NAKASEKE","NGOMA",1,1,"No","n/a","n/a","n/a","No","n/a","1/1/2018","1/1/2018",10,10,8,"3","n/a","1","1","Yes","No",1000,1,4,20,0,0,0,18,0,0,0,2,400,1,5,100,0,0,0,97,0,0,0,3,2,"n/a","n/a","n/a","n/a","n/a","n/a","n/a",2,0,0,0,1,0,1,0,1,3,"Yes",200,1,1,"Yes","Yes","Yes","10:30:00.000+03","n/a","n/a","n/a","1","1","3","3","3","n/a","n/a","n/a","n/a","100","100","2","Yes","2","Yes","Yes","Yes","FALSE","FALSE","TRUE","FALSE","Yes","1000000","No","Purchasing milk"
"T_399","EN_8","9/24/2018","NAKASEKE","NGOMA",40,"Male",2,"Yes","n/a",12,2,2,"NAKASEKE","NGOMA",1,1,"No","n/a","n/a","n/a","No","n/a","1/1/2012","1/1/2012",100,8,999,"3","n/a","3","3","Yes","No",999,96,999,0,0,0,0,0,0,0,0,0,500,1,4,200,0,0,0,0,200,0,0,999,2,"n/a","n/a","n/a","n/a","n/a","n/a","n/a",0,0,0,10,1,0,1,0,1,3,"Yes",200,5,10,"Yes","Yes","Yes","09:00:00.000+03","n/a","n/a","n/a","1","1","4","3","3","n/a","n/a","n/a","n/a","50","200","6.4","Yes","2","Yes","Yes","No","n/a","n/a","n/a","n/a","Yes","5000000","Yes","Purchasing milk"
"T_400","EN_4","9/24/2018","NAKASEKE","NGOMA",30,"Male",2,"No","4",15,1,5,"NAKASEKE","NGOMA",1,2,"No","n/a","n/a","n/a","No","n/a","1/1/2016","1/1/2016",50,11,30,"n/a","2","2","2","No","No",1200,1,1,10,0,0,0,10,0,0,0,10,800,1,1,60,0,0,0,60,0,0,0,10,2,"n/a","n/a","n/a","n/a","n/a","n/a","n/a",0,1,0,0,0,1,1,0,2,2,"n/a",60,1,2,"Yes","Yes","Yes","09:00:00.000+03","1","3","1","n/a","n/a","n/a","n/a","n/a","100","60","0.5","Seller","n/a","n/a","n/a","Yes","2","Yes","Yes","No","n/a","n/a","n/a","n/a","No","n/a","n/a","n/a"
"T_401","EN_12","9/24/2018","NAKASEKE","NGOMA",22,"Male",3,"No","3",11,3,5,"NAKASEKE","NGOMA",1,1,"No","n/a","n/a","n/a","No","n/a","1/1/2018","1/1/2018",30,3,2,"1","n/a","2","1","No","No",1200,1,6,80,0,0,0,78,0,0,0,2,400,1,8,200,0,0,0,198,0,0,0,2,3,"n/a","n/a","n/a","n/a","n/a","n/a","n/a",0,0,0,12,1,0,1,0,0,3,"Yes",270,1,1,"Yes","Yes","Yes","09:30:00.000+03","n/a","n/a","n/a","1","1","3","2","3","n/a","n/a","n/a","n/a","100","200","80","Yes","2","Yes","Yes","Yes","FALSE","FALSE","TRUE","FALSE","No","n/a","n/a","n/a"
"T_402","EN_4","9/24/2018","NAKASEKE","NGOMA",18,"Male",2,"No","3",6,1,2,"NAKASEKE","NGOMA",1,2,"No","n/a","n/a","n/a","No","n/a","1/1/2018","1/1/2018",50,11,10,"n/a","2","98","2","No","No",1200,1,1,66,0,0,0,66,0,0,0,10,700,1,1,100,0,0,0,100,0,0,0,10,2,"n/a","n/a","n/a","n/a","n/a","n/a","n/a",2,0,0,1,2,1,1,3,4,3,"Yes",150,1,1,"Yes","Yes","Yes","10:00:00.000+03","1","3","1","n/a","n/a","n/a","n/a","n/a","55","90","1","Seller","n/a","n/a","n/a","Yes","2","Yes","Yes","No","n/a","n/a","n/a","n/a","No","n/a","n/a","n/a"
"T_403","EN_19","9/24/2018","NAKASEKE","KINYOGOGA",47,"Male",3,"Yes","n/a",7,2,2,"NAKASEKE","KINYOGOGA",1,3,"No","n/a","n/a","n/a","No","n/a","1/1/2001","1/1/2001",100,12,5,"2","2","3","3","Yes","No",1100,1,5,20,0,0,0,20,0,0,0,0,800,1,5,107,0,0,0,107,0,0,0,0,2,"n/a","n/a","n/a","n/a","n/a","n/a","n/a",0,0,0,5,0,1,1,0,0,2,"n/a",120,1,1,"Yes","Yes","Yes","10:08:00.000-06","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","Yes","2","Yes","Yes","Yes","TRUE","FALSE","TRUE","FALSE","No","n/a","n/a","n/a"
"T_404","EN_12","9/24/2018","NAKASEKE","NGOMA",17,"Male",2,"No","3",6,4,1,"NAKASEKE","NGOMA",1,1,"No","n/a","n/a","n/a","No","n/a","1/1/2016","1/1/2016",60,7,4,"1","n/a","1","1","Yes","No",1000,1,10,50,0,0,0,50,0,0,0,0,700,1,6,250,0,0,0,200,0,0,0,999,3,"n/a","n/a","n/a","n/a","n/a","n/a","n/a",2,0,0,15,1,2,3,3,3,2,"n/a",160,1,2,"Yes","Yes","Yes","09:00:00.000+03","n/a","n/a","n/a","1","1","3","2","2","n/a","n/a","n/a","n/a","300","59","2","Yes","2","Yes","Yes","Yes","FALSE","FALSE","TRUE","TRUE","Yes","250000","Yes","Buying jerrcans"
"T_405","EN_4","9/24/2018","NAKASEKE","NGOMA",42,"Male",2,"Yes","n/a",3,4,1,"NAKASEKE","NGOMA",1,2,"No","n/a","n/a","n/a","No","n/a","1/1/2016","1/1/2016",30,999,999,"n/a","2","2","2","No","No",1200,1,1,7,0,0,0,7,0,0,0,0,900,1,1,15,0,0,0,15,0,0,0,1,2,"n/a","n/a","n/a","n/a","n/a","n/a","n/a",0,0,0,1,0,0,0,0,0,1,"n/a",15,1,1,"Yes","Yes","Yes","09:30:00.000+03","1","3","1","n/a","n/a","n/a","n/a","n/a","50","15","0.5","Seller","n/a","n/a","n/a","Yes","2","Yes","Yes","No","n/a","n/a","n/a","n/a","No","n/a","n/a","n/a"
"T_406","EN_1","9/24/2018","NAKASEKE","KINONI",26,"Male",2,"No","3",7,2,5,"NAKASEKE","KINONI",96,2,"No","n/a","n/a","n/a","No","n/a","1/1/2018","1/1/2018",100,999,999,"n/a","2","1","1","Yes","No",1200,1,1,40,0,0,0,40,0,0,0,0,800,1,1,100,0,0,0,100,0,0,0,0,2,"n/a","n/a","n/a","n/a","n/a","n/a","n/a",0,0,0,5,1,0,1,0,0,3,"Yes",240,4,1,"Yes","Yes","Yes","08:01:00.000+03","1","3","1","n/a","n/a","n/a","n/a","n/a","100","100","5","Seller","n/a","n/a","n/a","Yes","2","Yes","Yes","Yes","TRUE","FALSE","FALSE","FALSE","No","n/a","n/a","n/a"
"T_407","EN_19","9/24/2018","NAKASEKE","KINYOGOGA",24,"Male",1,"Yes","n/a",5,2,2,"NAKASEKE","NGOOMA",2,3,"No","n/a","n/a","n/a","No","n/a","1/1/2018","1/1/2018",100,5,4,"2","2","1","3","No","No",999,96,999,999,999,999,999,999,999,999,999,999,800,1,6,185,0,0,0,185,0,0,0,0,2,"n/a","n/a","n/a","n/a","n/a","n/a","n/a",0,0,0,10,1,0,2,0,3,3,"No",300,1,0.5,"Yes","Yes","Yes","10:00:00.000-06","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","Yes","2","Yes","Yes","No","n/a","n/a","n/a","n/a","No","n/a","n/a","n/a"
"T_408","EN_12","9/24/2018","NAKASEKE","NGOMA",54,"Male",4,"Yes","n/a",11,1,2,"NAKASEKE","NGOMA",1,1,"No","n/a","n/a","n/a","No","n/a","1/1/2016","1/1/2016",30,7,3,"1","n/a","1","2","Yes","No",1000,1,7,100,0,0,0,120,0,0,0,0,600,1,7,240,0,0,0,200,0,0,0,0,3,"n/a","n/a","n/a","n/a","n/a","n/a","n/a",2,0,0,6,1,0,1,0,2,3,"Yes",200,1,2,"Yes","Yes","Yes","10:30:00.000+03","n/a","n/a","n/a","1","1","3","2","3","n/a","n/a","n/a","n/a","100","180","8","Yes","2","Yes","Yes","Yes","TRUE","FALSE","TRUE","FALSE","Yes","200000","Yes","Paying farmers"
"T_409","EN_19","9/24/2018","NAKASEKE","KINYOGOGA",33,"Male",3,"Yes","n/a",7,2,2,"NAKASEKE","KINYOGOGA",1,3,"No","n/a","n/a","n/a","No","n/a","1/1/2013","1/1/2013",100,10,6,"2","2","1","1","Yes","No",1000,1,5,120,0,0,0,120,0,0,0,0,800,1,5,200,0,0,0,200,0,0,0,0,3,"n/a","n/a","n/a","n/a","n/a","n/a","n/a",1,0,0,10,1,1,2,5,2,3,"No",160,1,1,"Yes","Yes","Yes","08:30:00.000-06","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","Yes","2","Yes","Yes","Yes","TRUE","TRUE","TRUE","FALSE","Yes","1400000","No","Used it to pay school fees for my children"
"T_410","EN_1","9/24/2018","NAKASEKE","KINONI",30,"Male",1,"Yes","n/a",8,1,2,"NAKASEKE","KINONI",1,2,"No","n/a","n/a","n/a","No","n/a","1/1/2018","1/1/2018",100,999,999,"n/a","2","2","1","No","No",1200,1,1,10,0,0,0,10,0,0,0,0,700,1,1,20,0,0,0,20,0,0,0,0,2,"n/a","n/a","n/a","n/a","n/a","n/a","n/a",1,0,1,1,1,1,1,1,1,3,"Yes",999,4,1,"Yes","Yes","Yes","09:48:00.000+03","1","3","1","n/a","n/a","n/a","n/a","n/a","50","10","1.6","Seller","n/a","n/a","n/a","Yes","2","Yes","Yes","Yes","TRUE","FALSE","FALSE","FALSE","No","n/a","n/a","n/a"
"T_411","EN_4","9/24/2018","NAKASEKE","NGOMA",30,"Male",5,"No","3",6,1,2,"NAKASEKE","NGOMA",1,1,"No","n/a","n/a","n/a","Yes","30","1/1/2015","1/1/2015",30,20,10,"3","n/a","1","1","Yes","Yes",1000,1,10,100,0,0,0,100,0,0,0,10,700,1,10,250,0,0,0,200,0,0,0,10,2,"n/a","n/a","n/a","n/a","n/a","n/a","n/a",0,0,0,8,1,0,1,2,2,3,"Yes",260,1,1,"Yes","Yes","Yes","10:05:00.000+03","n/a","n/a","n/a","1","1","3","1","1","n/a","n/a","n/a","n/a","50","160","2","Yes","2","Yes","Yes","Yes","FALSE","FALSE","TRUE","TRUE","No","n/a","n/a","n/a"
"T_412","EN_12","9/24/2018","NAKASEKE","NGOMA",28,"Male",4,"No","3",8,2,2,"NAKASEKE","NGOMA",1,1,"No","n/a","n/a","n/a","No","n/a","1/1/2018","1/1/2018",30,30,10,"1","n/a","1","1","Yes","No",1100,1,5,60,0,21,0,42,0,0,0,10,1000,1,6,80,0,40,0,40,0,0,0,10,3,"n/a","n/a","n/a","n/a","n/a","n/a","n/a",1,0,0,6,0,1,1,0,0,2,"n/a",100,1,1,"Yes","Yes","Yes","10:30:00.000+03","n/a","n/a","n/a","1","1","3","3","3","n/a","n/a","n/a","n/a","100","80","2","Yes","2","Yes","Yes","Yes","TRUE","FALSE","TRUE","FALSE","No","n/a","n/a","n/a"
"T_413","EN_7","9/23/2018","NAKASEKE","NGOMA",58,"Female",1,"Yes","n/a",4,2,2,"NAKASEKE","NGOMA",1,3,"No","n/a","n/a","n/a","No","n/a","1/1/2018","1/1/2018",10,20,15,"2","2","1","2","No","No",999,3,1,10,0,0,0,10,0,0,0,0,1100,3,1,10,0,0,0,0,0,0,0,0,2,"n/a","n/a","n/a","n/a","n/a","n/a","n/a",0,0,0,1,0,0,1,2,1,1,"n/a",10,1,1,"Yes","No","Yes","09:30:00.000+03","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","Yes","2","No","Yes","Yes","FALSE","FALSE","TRUE","FALSE","No","n/a","n/a","n/a"
"T_414","EN_11","9/24/2018","NAKASEKE","NGOMA",18,"Male",1,"Yes","n/a",10,1,2,"NAKASEKE","NGOMA",1,1,"No","n/a","n/a","n/a","No","n/a","1/1/2016","1/1/2016",100,5,3,"1","n/a","2","3","No","No",1000,1,3,30,0,0,0,1,0,0,0,10,700,1,5,80,0,0,0,1,0,0,0,10,2,"n/a","n/a","n/a","n/a","n/a","n/a","n/a",0,0,0,3,0,1,1,0,0,2,"n/a",90,1,1,"Yes","Yes","Yes","10:13:00.000+03","n/a","n/a","n/a","1","1","3","1","1","n/a","n/a","n/a","n/a","150","80","10","Yes","2","Yes","Yes","No","n/a","n/a","n/a","n/a","No","n/a","n/a","n/a"
"T_415","EN_19","9/25/2018","NAKASEKE","NGOOMA",28,"Male",1,"Yes","n/a",4,2,2,"NAKASEKE","NGOOMA",1,2,"No","n/a","n/a","n/a","No","n/a","1/1/2017","1/1/2017",100,4,5,"n/a","2","2","2","No","No",1000,1,17,80,0,0,0,80,0,0,0,0,700,1,10,130,0,0,0,120,0,0,0,0,3,"n/a","n/a","n/a","n/a","n/a","n/a","n/a",0,0,0,12,1,0,1,0,0,3,"No",300,1,0.5,"Yes","Yes","Yes","10:16:00.000-06","1","3","3","n/a","n/a","n/a","n/a","n/a","100","260","20","Buyer","n/a","n/a","n/a","Yes","2","Yes","Yes","Yes","TRUE","FALSE","TRUE","FALSE","No","n/a","n/a","n/a"
"T_416","EN_7","9/24/2018","NAKASEKE","NGOMA",27,"Male",1,"Yes","n/a",3,2,2,"NAKASEKE","NGOMA",4,2,"No","n/a","n/a","n/a","No","n/a","1/1/2017","1/1/2017",50,15,7,"n/a","2","2","3","No","No",1000,1,1,100,0,0,0,100,0,0,0,0,500,1,1,130,0,0,0,130,0,0,0,0,3,"n/a","n/a","n/a","n/a","n/a","n/a","n/a",0,0,0,5,1,0,1,0,1,3,"Yes",200,1,1,"Yes","Yes","Yes","11:00:00.000+03","1","3","3","n/a","n/a","n/a","n/a","n/a","999","999","22.4","Seller","n/a","n/a","n/a","Yes","2","Yes","Yes","Yes","FALSE","FALSE","TRUE","FALSE","Yes","20000","Yes","Bought medicine for cow"
"T_417","EN_1","9/24/2018","NAKASEKE","KINONI",19,"Male",1,"No","4",10,1,2,"NAKASEKE","KINONI",1,2,"No","n/a","n/a","n/a","No","n/a","1/1/2017","1/1/2017",100,999,999,"n/a","2","2","1","No","No",1000,1,1,25,0,0,0,25,0,0,0,0,700,1,1,60,0,0,0,60,0,0,0,0,2,"n/a","n/a","n/a","n/a","n/a","n/a","n/a",0,0,0,3,2,0,1,0,0,3,"Yes",999,4,1,"Yes","Yes","Yes","10:13:00.000+03","1","3","1","n/a","n/a","n/a","n/a","n/a","100","60","1.6","Seller","n/a","n/a","n/a","Yes","2","Yes","Yes","Yes","FALSE","FALSE","TRUE","FALSE","No","n/a","n/a","n/a"
"T_418","EN_15","9/24/2018","NAKASEKE","KINONI",32,"Male",5,"Yes","n/a",8,96,5,"NAKASEKE","KINONI",1,3,"No","n/a","n/a","n/a","No","n/a","1/1/2015","1/1/2015",50,6,6,"2","2","1","1","No","Yes",900,1,20,100,0,0,0,1,0,0,0,2,500,1,20,200,0,0,0,1,0,0,0,2,2,"n/a","n/a","n/a","n/a","n/a","n/a","n/a",0,0,0,10,1,1,1,1,1,3,"Yes",200,1,1,"Yes","Yes","Yes","10:18:00.000+03","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","Yes","2","Yes","Yes","No","n/a","n/a","n/a","n/a","No","n/a","n/a","n/a"
"T_419","EN_11","9/24/2018","NAKASEKE","NGOMA",38,"Male",1,"Yes","n/a",5,1,2,"NAKASEKE","NGOMA",1,1,"Yes","FALSE","FALSE","TRUE","No","n/a","1/1/2010","1/1/2016",70,10,5,"1","n/a","1","1","Yes","Yes",1100,1,3,150,0,0,0,2,0,0,0,10,500,1,7,280,0,0,0,2,0,0,0,10,1,"2","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE",0,0,0,6,1,0,1,0,1,3,"Yes",200,1,2,"Yes","Yes","Yes","09:32:00.000+03","n/a","n/a","n/a","1","1","3","1","1","n/a","n/a","n/a","n/a","100","250","20","Yes","2","Yes","Yes","Yes","FALSE","FALSE","FALSE","TRUE","Yes","2000000","Yes","To buy Motobike for bussines"
"T_420","EN_1","9/24/2018","NAKASEKE","KINONI",24,"Male",2,"Yes","n/a",2,1,1,"NAKASEKE","KINONI",96,2,"No","n/a","n/a","n/a","Yes","50","1/1/2018","1/1/2018",50,999,999,"n/a","2","1","1","No","No",1200,1,2,100,0,0,0,100,0,0,0,0,400,1,2,250,0,0,0,200,0,0,0,0,3,"n/a","n/a","n/a","n/a","n/a","n/a","n/a",0,0,0,6,1,0,1,1,1,3,"Yes",240,4,1,"Yes","Yes","Yes","09:32:00.000+03","1","3","1","n/a","n/a","n/a","n/a","n/a","100","120","10","Seller","n/a","n/a","n/a","Yes","2","Yes","Yes","No","n/a","n/a","n/a","n/a","No","n/a","n/a","n/a"
"T_421","EN_7","9/24/2018","NAKASEKE","NGOMA",48,"Male",1,"Yes","n/a",7,2,2,"NAKASEKE","NGOMA",1,1,"No","n/a","n/a","n/a","No","n/a","1/1/2008","1/1/2008",60,12,10,"2","n/a","2","3","No","Yes",1000,1,1,80,0,0,0,80,0,0,0,0,500,1,1,120,0,0,0,120,0,0,0,0,1,"2","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE",0,0,0,10,2,0,1,0,1,3,"Yes",160,1,3,"Yes","Yes","Yes","10:00:00.000+03","n/a","n/a","n/a","1","1","3","3","3","n/a","n/a","n/a","n/a","200","999","11","Yes","2","Yes","Yes","Yes","FALSE","FALSE","TRUE","FALSE","Yes","1000000","Yes","Bought bodaboda to transport milk"
"T_422","EN_15","9/24/2018","NAKASEKE","KINONI",18,"Male",4,"No","3",6,3,2,"NAKASEKE","BIDUKU",1,2,"No","n/a","n/a","n/a","No","n/a","1/1/2017","1/1/2017",100,10,10,"n/a","2","3","1","Yes","Yes",1000,1,12,105,0,0,0,1,0,0,0,5,900,1,12,210,0,0,0,1,0,0,0,5,3,"n/a","n/a","n/a","n/a","n/a","n/a","n/a",0,0,0,13,2,1,3,2,2,3,"Yes",40,1,2,"Yes","Yes","Yes","10:10:00.000+03","1","3","3","n/a","n/a","n/a","n/a","n/a","50","40","10","Buyer","n/a","n/a","n/a","No","n/a","n/a","Yes","No","n/a","n/a","n/a","n/a","No","n/a","n/a","n/a"
"T_423","EN_11","9/24/2018","NAKASEKE","NGOMA",27,"Male",3,"Yes","n/a",2,1,1,"NAKASEKE","NGOMA",1,1,"No","n/a","n/a","n/a","No","n/a","1/1/2015","1/1/2015",100,10,9,"1","n/a","1","1","Yes","No",1150,1,4,180,0,0,0,2,0,0,0,2,700,1,6,342,0,0,0,2,0,0,0,2,2,"n/a","n/a","n/a","n/a","n/a","n/a","n/a",0,0,0,15,1,0,1,0,1,3,"Yes",180,1,2,"Yes","Yes","Yes","08:20:00.000+03","n/a","n/a","n/a","1","1","3","1","1","n/a","n/a","n/a","n/a","100","200","10","Yes","2","Yes","Yes","No","n/a","n/a","n/a","n/a","No","n/a","n/a","n/a"
"T_424","EN_15","9/24/2018","NAKASEKE","KINONI",36,"Male",4,"No","4",6,1,1,"NAKASEKE","KINONI",1,2,"No","n/a","n/a","n/a","No","n/a","1/1/2018","1/1/2018",100,3,2,"n/a","2","1","1","No","No",1000,1,1,63,0,0,0,1,0,0,0,0,1000,1,1,100,0,0,0,1,0,0,0,5,2,"n/a","n/a","n/a","n/a","n/a","n/a","n/a",0,0,0,3,0,0,1,1,1,2,"n/a",84,1,1,"Yes","Yes","Yes","09:30:00.000+03","1","3","3","n/a","n/a","n/a","n/a","n/a","100","63","2.5","Buyer","n/a","n/a","n/a","Yes","2","Yes","Yes","No","n/a","n/a","n/a","n/a","No","n/a","n/a","n/a"
